"","Año","Mes","Sede","Producto","Peso.Kg.","Tipo.de.Envase","Pais.Origen"
"18190","2021",8,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","MELON, semilla",0.11,"SOBRES ALUMINIZADOS","HOLANDA"
"18191","2021",8,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","LECHUGA, semilla",0.223,"FRASCO(S)","HOLANDA"
"18192","2021",8,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","BERENJENA, semilla",0.042,"SOBRES ALUMINIZADOS","HOLANDA"
"18193","2021",8,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","ESPINACA, semilla",9.707,"SOBRES ALUMINIZADOS","HOLANDA"
"18194","2021",8,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","PEREJIL, semilla",14.5,"SOBRES ALUMINIZADOS","HOLANDA"
"18195","2021",8,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","ZAPALLITO ITALIANO (CALABACIN), semilla",7.803,"SOBRES ALUMINIZADOS","HOLANDA"
"18196","2021",8,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","ZAPALLO KABUTIA (CALABAZA KABUTIA),semilla",4.4,"SOBRES ALUMINIZADOS","HOLANDA"
"18197","2021",8,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","SANDIA, semilla",1.73,"SOBRES ALUMINIZADOS","HOLANDA"
"18198","2021",8,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","MAIZ, harina",52000,"PACAS","COLOMBIA"
"18199","2021",8,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","MAIZ, harina",27800,"PACAS","COLOMBIA"
"18200","2021",8,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",55133.33,"SACO(S)","BRASIL"
"18201","2021",8,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ARVEJA, grano partido",148326,"SACO(S)","CANADA"
"18202","2021",8,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","NUEZ, cáscara molida",9900,"BOLSAS","CHINA"
"18203","2021",8,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","HAYA, viruta",5040,"SACO(S)","ALEMANIA"
