"","Año","Mes","Sede","Producto","Peso.Kg.","Tipo.de.Envase","Pais.Origen"
"12567","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",57000,"GRANEL","BOLIVIA"
"12568","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","MANZANA, fruto fresco",3528,"CAJA(S)","ARGENTINA"
"12569","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","PERA, fruta fresca",19278,"CAJA(S)","ARGENTINA"
"12570","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","FLOR DE JAMAICA, seca natural",22000,"SACO(S)","NIGERIA"
"12571","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","FLOR DE JAMAICA, seca natural",43742,"SACO(S)","NIGERIA"
"12572","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°)",116000,"SACO(S)","BOLIVIA"
"12573","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","FREJOL, grano",42638,"SACO(S)","EEUU"
"12574","2021",6,"PUERTO DE MATARANI , AREQUIPA","MADERA, en bruto de coníferas tratada agentes de conservación
",13910,"PIEZAS","EEUU"
"12575","2021",6,"SANTA ROSA, TACNA","MANZANA, fruto fresco",23363.2,"CAJA(S)","CHILE"
"12576","2021",6,"SANTA ROSA, TACNA","PERA, fruta fresca",24210,"CAJA(S)","CHILE"
"12577","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",176000,"SACO(S)","BOLIVIA"
"12578","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",140500,"SACO(S)","BOLIVIA"
"12579","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",204000,"SACO(S)","BOLIVIA"
"12580","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",116000,"SACO(S)","BOLIVIA"
"12581","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","NUEZ, con cáscara seca al natural",20000,"SACO(S)","CHILE"
"12582","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","CANELA, corteza entera seca al natural",11250,"CAJA(S)","SRI LANKA"
"12583","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, harina",145000,"SACO(S)","BOLIVIA"
"12584","2021",6,"SANTA ROSA, TACNA","MANZANA, fruto fresco",23856,"CAJA(S)","CHILE"
"12585","2021",6,"SANTA ROSA, TACNA","PERA, fruta fresca",22608,"CAJA(S)","CHILE"
"12586","2021",6,"SANTA ROSA, TACNA","MANZANA, fruto fresco",17640,"CAJA(S)","CHILE"
"12587","2021",6,"SANTA ROSA, TACNA","PERA, fruta fresca",6048,"CAJA(S)","CHILE"
"12588","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ARVEJA, grano partido",74844,"SACO(S)","CANADA"
"12589","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",54530,"GRANEL","BOLIVIA"
"12590","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","TURBA",87426,"BIG BAG","HOLANDA"
"12591","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","TURBA",304560,"BIG BAG","HOLANDA"
"12592","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","UVA (PASAS), secas industrialmente",60000,"CAJA(S)","CHILE"
"12593","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","COMINO, grano",134700,"SACO(S)","INDIA"
"12594","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","CHAMPIÑON COMUN, espora",16330,"BOLSAS","EEUU"
"12595","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",57120,"GRANEL","BOLIVIA"
"12596","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",85000,"GRANEL","BOLIVIA"
"12597","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ARROZ, grano pilado",25000,"SACO(S)","VIETNAM"
"12598","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","PERA, fruta fresca",23040,"CAJA(S)","CHILE"
"12599","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, harina",145000,"SACO(S)","BOLIVIA"
"12600","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","PERA, fruta fresca",23040,"CAJA(S)","CHILE"
"12601","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","MANZANA, fruto fresco",20580,"CAJA(S)","CHILE"
"12602","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","MANZANA, fruto fresco",19756.8,"CAJA(S)","CHILE"
"12603","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","MANZANA, fruto fresco",19756.8,"CAJA(S)","CHILE"
"12604","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","MANZANA, fruto fresco",19532,"CAJA(S)","CHILE"
"12605","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","PINO, madera aserrada con algún proceso de la CRF2",23200,"PAQUETES","CHILE"
"12606","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, grano",84500,"GRANEL","BOLIVIA"
"12607","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, grano",56000,"GRANEL","BOLIVIA"
"12608","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, grano",83000,"GRANEL","BOLIVIA"
"12609","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, grano",54000,"GRANEL","BOLIVIA"
"12610","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, grano",75000,"GRANEL","BOLIVIA"
"12611","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","AVENA, grano mondado, perlado, troceado o quebrantado",96000,"SACO(S)","CHILE"
"12612","2021",6,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","TOMATE, semilla",0.01,"SACHETS","HOLANDA"
"12613","2021",6,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","TOMATE, semilla",0.003,"SACHETS","HOLANDA"
"12614","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ANIS O BADIANA, grano",19250,"SACO(S)","ESPAÑA"
"12615","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","TURBA",106000,"PACAS","LITUANIA"
"12616","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",174000,"SACO(S)","BOLIVIA"
"12617","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","MAIZ AMARILLO DURO, grano",87000,"SACO(S)","BOLIVIA"
"12618","2021",6,"SANTA ROSA, TACNA","PERA, fruta fresca",2646,"CAJA(S)","CHILE"
"12619","2021",6,"SANTA ROSA, TACNA","MANZANA, fruto fresco",19740,"CAJA(S)","CHILE"
"12620","2021",6,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22579.2,"CAJA(S)","CHILE"
"12621","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","PAPA, fécula",40000,"SACO(S)","ALEMANIA"
"12622","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","MANZANA, fruto fresco",20580,"CAJA(S)","CHILE"
"12623","2021",6,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22344,"CAJA(S)","CHILE"
"12624","2021",6,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","VID, estaca sin enraizar",12.6,"CAJA(S)","EEUU"
"12625","2021",6,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","CEBOLLA, semilla",631.371,"SOBRES ALUMINIZADOS","CHILE"
"12626","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","CLAVO DE OLOR, entera seca al natural",25500,"CAJA(S)","INDONESIA"
"12627","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","FREJOL, grano",42638,"SACO(S)","EEUU"
"12628","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","MANI, grano sin cáscara",103000,"SACO(S)","BOLIVIA"
"12629","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, grano",60000,"SACO(S)","BOLIVIA"
"12630","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ALGODON, fibra sin cardar ni peinar (>28.57 mm = o <34.92 mm)",197780,"FARDOS","EEUU"
"12631","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ALGODON, fibra sin cardar ni peinar (>28.57 mm = o <34.92 mm)",120160,"FARDOS","EEUU"
"12632","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","CAUCHO, hojas ahumadas",40000,"UNIDADES","VIETNAM"
"12633","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","CEBOLLA, triturada o pulverizada",9000,"CAJA(S)","CHINA"
"12634","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","AJO, polvo",16000,"CAJA(S)","CHINA"
"12635","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","PAPRIKA,  triturado o pulverizado",1000,"BOLSAS","CHINA"
"12636","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","AJI, polvo",1000,"BOLSAS","CHINA"
"12637","2021",6,"SANTA ROSA, TACNA","MANZANA, fruto fresco",23520,"CAJA(S)","CHILE"
"12638","2021",6,"SANTA ROSA, TACNA","KIWI, fruto fresco",26208,"CAJA(S)","CHILE"
"12639","2021",6,"SANTA ROSA, TACNA","MANZANA, fruto fresco",23520,"CAJA(S)","CHILE"
"12640","2021",6,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",27900,"SACO(S)","BRASIL"
"12641","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",144740,"SACO(S)","BOLIVIA"
"12642","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","PINO, madera aserrada con algún proceso de la CRF2",89800,"PAQUETES","CHILE"
"12643","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",82500,"GRANEL","BOLIVIA"
"12644","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",111050,"GRANEL","BOLIVIA"
"12645","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",86000,"GRANEL","BOLIVIA"
"12646","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",112000,"GRANEL","BOLIVIA"
"12647","2021",6,"SANTA ROSA, TACNA","PERA, fruta fresca",23040,"CAJA(S)","CHILE"
"12648","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, harina",232000,"SACO(S)","BOLIVIA"
"12649","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, harina",113678,"SACO(S)","BOLIVIA"
"12650","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",113000,"SACO(S)","BOLIVIA"
"12651","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, grano",58000,"SACO(S)","BOLIVIA"
"12652","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","CAUCHO, técnicamente especificado (TSNR)",20160,"PIEZAS","INDONESIA"
"12653","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","LENTEJA, grano",74844,"SACO(S)","CANADA"
"12654","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",115010,"SACO(S)","BOLIVIA"
"12655","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",141980,"GRANEL","BOLIVIA"
"12656","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",111480,"GRANEL","BOLIVIA"
"12657","2021",6,"PUESTO DE CONTROL- CEBAF","CAÑA DE GUAYAQUIL, seca al natural",30000,"UNIDADES","ECUADOR"
"12658","2021",6,"SANTA ROSA, TACNA","KIWI, fruto fresco",23296,"CAJA(S)","CHILE"
"12659","2021",6,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22344,"CAJA(S)","CHILE"
"12660","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",56000,"GRANEL","BOLIVIA"
"12661","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",84170,"GRANEL","BOLIVIA"
"12662","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",103000,"GRANEL","BOLIVIA"
"12663","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",112000,"GRANEL","BOLIVIA"
"12664","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",56500,"GRANEL","BOLIVIA"
"12665","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",109980,"GRANEL","BOLIVIA"
"12666","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",54130,"GRANEL","BOLIVIA"
"12667","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",58000,"GRANEL","BOLIVIA"
"12668","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",56000,"GRANEL","BOLIVIA"
"12669","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",55110,"GRANEL","BOLIVIA"
"12670","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",112000,"GRANEL","BOLIVIA"
"12671","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",45000,"GRANEL","BOLIVIA"
"12672","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","MAIZ AMARILLO DURO, grano",116000,"SACO(S)","BOLIVIA"
"12673","2021",6,"PUESTO DE CONTROL- CEBAF","CAÑA DE GUAYAQUIL, seca al natural",32000,"UNIDADES","ECUADOR"
"12674","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","FREJOL NEGRO, grano",60000,"SACO(S)","BOLIVIA"
"12675","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","MAIZ AMARILLO DURO, grano",58000,"SACO(S)","BOLIVIA"
"12676","2021",6,"PUERTO DE MATARANI , AREQUIPA","PINO, postes de madera con algun proceso de la CRF 2",45060,"PAQUETES","EEUU"
"12677","2021",6,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","ZAPALLITO ITALIANO (CALABACIN), semilla",14.214281,"SACHETS","HOLANDA"
"12678","2021",6,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","TOMATE, semilla",0.08,"SACHETS","HOLANDA"
"12679","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",205000,"SACO(S)","BOLIVIA"
"12680","2021",6,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","PIMIENTO, semilla",1.056,"SACHETS","ESPAÑA"
"12681","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",146000,"SACO(S)","BOLIVIA"
"12682","2021",6,"SANTA ROSA, TACNA","MANZANA, fruto fresco",23324,"CAJA(S)","CHILE"
"12683","2021",6,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","NUEZ, con cáscara seca al natural",0.6,"CAJA(S)","CHINA"
"12684","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, grano",85000,"GRANEL","BOLIVIA"
"12685","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","BAMBU, madera sin emsamblar (tablillas y frisos para parqués barnizadas o laquedas) distintas de las coniferas",41765.43,"CAJA(S)","CHINA"
"12686","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","BAMBU, madera sin emsamblar (tablillas y frisos para parqués barnizadas o laquedas) distintas de las coniferas",42100.57,"CAJA(S)","CHINA"
"12687","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","AVENA, grano",9050000,"GRANEL","CANADA"
"12688","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",125000,"SACO(S)","BOLIVIA"
"12689","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","MAIZ, semilla",123860.29,"BOLSAS","MEXICO"
"12690","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",112000,"SACO(S)","BOLIVIA"
"12691","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ACHIOTE, grano",51454,"SACO(S)","COSTA DE MARFIL"
"12692","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",115000,"SACO(S)","BOLIVIA"
"12693","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",115000,"SACO(S)","BOLIVIA"
"12694","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",115500,"SACO(S)","BOLIVIA"
"12695","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",113000,"SACO(S)","BOLIVIA"
"12696","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",53000,"GRANEL","BOLIVIA"
"12697","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",57000,"GRANEL","BOLIVIA"
"12698","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",114500,"GRANEL","BOLIVIA"
"12699","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",83000,"GRANEL","BOLIVIA"
"12700","2021",6,"SANTA ROSA, TACNA","PERA, fruta fresca",23040,"CAJA(S)","CHILE"
"12701","2021",6,"IÑAPARI, MADRE DE DIOS","MAIZ AMARILLO DURO, grano",62000,"SACO(S)","BRASIL"
"12702","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","FLOR DE JAMAICA, seca natural",21890,"SACO(S)","NIGERIA"
"12703","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ALMENDRA, sin cáscara secado al natural",19958,"CAJA(S)","EEUU"
"12704","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°)",23700,"SACO(S)","COLOMBIA"
"12705","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",55000,"GRANEL","BOLIVIA"
"12706","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",27000,"GRANEL","BOLIVIA"
"12707","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",83100,"GRANEL","BOLIVIA"
"12708","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°)",17000,"BIG BAG","COLOMBIA"
"12709","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","AZUCARES, los demas",8275,"SACO(S)","COLOMBIA"
"12710","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","AVENA, grano mondado, perlado, troceado o quebrantado",25000,"SACO(S)","CHILE"
"12711","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","TURBA",25440,"BIG BAG","LETONIA"
"12712","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ALGODON, fibra sin cardar ni peinar (>22.22 mm = o <28.57 mm)",57110,"FARDOS","EEUU"
"12713","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",54640,"GRANEL","BOLIVIA"
"12714","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","AJONJOLI, grano",54000,"SACO(S)","INDIA"
"12715","2021",6,"SANTA ROSA, TACNA","Cultivadores, azadas rotativas( rotocultores), escardadoras y binadoras usadas
",1150,"UNIDADES","CHILE"
"12716","2021",6,"SANTA ROSA, TACNA","Prensas para paja o forraje, incluidas prensas recogedoras usadas
",1350,"UNIDADES","CHILE"
"12717","2021",6,"SANTA ROSA, TACNA","Arados usados
",1200,"UNIDADES","CHILE"
"12718","2021",6,"SANTA ROSA, TACNA","Gradas (rastras) de discos usados
",350,"UNIDADES","CHILE"
"12719","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","HAYA, viruta",6480,"BOLSAS","ALEMANIA"
"12720","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",143000,"SACO(S)","BOLIVIA"
"12721","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",117000,"SACO(S)","BOLIVIA"
"12722","2021",6,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","VID, estaca sin enraizar",2,"CAJA(S)","EEUU"
"12723","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","MAIZ, semilla",17852.1,"BOLSAS","BOLIVIA"
"12724","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",56030,"GRANEL","BOLIVIA"
"12725","2021",6,"PUERTO DE SALAVERRY, LA LIBERTAD","SOYA, torta",6300000,"GRANEL","CHILE"
"12726","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","TRACTOR AGRICOLA USADO, con motor de potencia superior a 130KW",29490,"PIEZAS","CHINA"
"12727","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","Esterillas, esteras y cañizos, de las demas materias vegetales, con algun proceso de la CRF 2",9.24,"CAJA(S)","EEUU"
"12728","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","Revestimientos para el suelo de las demas fibras vegetales
",340.56,"CAJA(S)","EEUU"
"12729","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","AVENA, grano aplastado o en copos (hojuelas)",26250,"SACO(S)","CHILE"
"12730","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ROTEN (=Ratán), artículos de cestería obtenidos directamente en su forma con materia trenzable con algún proceso de la CRF2",24,"CAJA(S)","MALASIA"
"12731","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",82000,"GRANEL","BOLIVIA"
"12732","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","KIWI, fruto fresco",16800,"CAJA(S)","CHILE"
"12733","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ALGODON, fibra sin cardar ni peinar (>22.22 mm = o <28.57 mm)",19730,"FARDOS","EEUU"
"12734","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","CAUCHO, técnicamente especificado (TSNR)",40320,"PAQUETES","GUATEMALA"
"12735","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ALGODON, fibra sin cardar ni peinar (>22.22 mm = o <28.57 mm)",395425,"FARDOS","EEUU"
"12736","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ALFALFA, semilla",21500,"SACO(S)","AUSTRALIA"
"12737","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ALGODON, fibra sin cardar ni peinar (>22.22 mm = o <28.57 mm)",398995,"FARDOS","EEUU"
"12738","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","MAIZ AMARILLO DURO, grano",140000,"GRANEL","BOLIVIA"
"12739","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","MAIZ AMARILLO DURO, grano",113980,"GRANEL","BOLIVIA"
"12740","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ARVEJA, grano partido",149688,"SACO(S)","EEUU"
"12741","2021",6,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","CLAVEL, esqueje",143,"CAJA(S)","ESPAÑA"
"12742","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",58000,"GRANEL","BOLIVIA"
"12743","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",56180,"GRANEL","BOLIVIA"
"12744","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",86080,"GRANEL","BOLIVIA"
"12745","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",85000,"GRANEL","BOLIVIA"
"12746","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",56090,"GRANEL","BOLIVIA"
"12747","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",84000,"GRANEL","BOLIVIA"
"12748","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",84000,"GRANEL","BOLIVIA"
"12749","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ALGODON, fibra sin cardar ni peinar (>28.57 mm = o <34.92 mm)",298385,"FARDOS","EEUU"
"12750","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",144000,"SACO(S)","BOLIVIA"
"12751","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, grano",83000,"GRANEL","BOLIVIA"
"12752","2021",6,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ARVEJA, grano partido",23587,"SACO(S)","EEUU"
"12753","2021",6,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, harina",112000,"SACO(S)","BOLIVIA"
