"","Año","Mes","Sede","Producto","Peso.Kg.","Tipo.de.Envase","Pais.Origen"
"20033","2021",9,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","RANUNCULO, semilla",0.224,"SOBRES ALUMINIZADOS","EEUU"
"20034","2021",9,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","SALVIA, semilla",1.133,"SOBRES ALUMINIZADOS","EEUU"
"20035","2021",9,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","ZINNIA, semilla",0.14,"SOBRES ALUMINIZADOS","EEUU"
"20036","2021",9,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",125000,"SACO(S)","BOLIVIA"
"20037","2021",9,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",144500,"SACO(S)","BOLIVIA"
"20038","2021",9,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",115500,"SACO(S)","BOLIVIA"
"20039","2021",9,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",115000,"SACO(S)","BOLIVIA"
"20040","2021",9,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, harina",174000,"SACO(S)","BOLIVIA"
"20041","2021",9,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","TURBA",75610,"FARDOS","LETONIA"
"20042","2021",9,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","TURBA",76300,"FARDOS","LETONIA"
"20043","2021",9,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, torta",115000,"SACO(S)","BOLIVIA"
"20044","2021",9,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, harina",174000,"SACO(S)","BOLIVIA"
"20045","2021",9,"PUESTO DE CONTROL TERRESTRE DESAGUADERO","SOYA, harina",146000,"SACO(S)","BOLIVIA"
"20046","2021",9,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","ALGODON, fibra sin cardar ni peinar (>22.22 mm = o <28.57 mm)",137660,"FARDOS","EEUU"
"20047","2021",9,"OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO","MAIZ, harina",104000,"BOLSAS","COLOMBIA"
"20048","2021",9,"OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO","MELON, semilla",0.273,"SACHETS","EEUU"
